game_id,platform_id,company_id,release_date,region,role
965,4,401,2012-07-30,WW,developer
965,4,401,2012-07-30,NA,publisher
966,4,526,2009-04-30,WW,developer
967,16,249,2004-06-07,WW,developer
967,16,390,2004-06-07,WW,developer
969,4,1161,2020-04-07,WW,developer
969,4,1161,2020-04-07,JP,publisher
969,4,1539,2020-04-07,NA,publisher
969,6,1161,2020-04-07,WW,developer
969,6,1161,2020-04-07,JP,publisher
969,6,1539,2020-04-07,NA,publisher
970,5,681,2006-12-14,WW,developer
970,5,6,2006-12-14,JP,publisher
971,6,344,2011-03-16,WW,developer
971,6,11,2011-03-16,NA,publisher
972,4,1105,2011-10-18,WW,developer
972,4,1358,2011-10-18,NA,publisher
972,8,1105,2011-10-18,WW,developer
972,8,1358,2011-10-18,NA,publisher
972,6,1105,2011-10-18,WW,developer
972,6,1358,2011-10-18,NA,publisher
973,6,344,2006-12-14,WW,developer
973,6,11,2006-12-14,NA,publisher
975,4,608,2009-02-27,WW,developer
975,4,14,2009-02-27,EU,publisher
976,4,803,2008-04-18,WW,developer
976,4,66,2008-04-18,EU,publisher
976,8,803,2008-04-18,WW,developer
976,8,66,2008-04-18,EU,publisher
977,6,92,2012-04-10,JP,publisher
977,6,528,2012-04-10,JP,publisher
977,6,906,2012-04-10,NA,publisher
977,4,92,2013-08-22,JP,publisher
977,4,528,2013-08-22,JP,publisher
977,4,906,2013-08-22,NA,publisher
978,6,344,2008-09-11,WW,developer
978,6,11,2008-09-11,NA,publisher
980,4,227,2001-03-15,WW,developer
980,4,458,2001-03-15,EU,publisher
980,4,573,2001-03-15,EU,publisher
968,6,201,2015-02-18,WW,developer
968,6,201,2015-02-18,JP,publisher
968,6,565,2015-02-18,EU,publisher
968,6,817,2015-02-18,NA,publisher
926,8,525,2012-04-19,WW,developer
926,8,412,2012-04-19,EU,publisher
926,8,525,2012-04-19,EU,publisher
926,8,889,2012-04-19,EU,publisher
927,4,833,2003-11-20,WW,developer
927,4,954,2003-11-20,NA,publisher
928,16,56,2012-08-02,WW,developer
928,16,56,2012-08-02,JP,publisher
928,4,56,2012-08-02,WW,developer
928,4,56,2012-08-02,JP,publisher
928,5,56,2012-08-02,WW,developer
928,5,56,2012-08-02,JP,publisher
928,66,56,2012-08-02,WW,developer
928,66,56,2012-08-02,JP,publisher
929,6,596,2009-08-25,WW,developer
929,6,228,2009-08-25,EU,publisher
929,8,596,2009-08-25,WW,developer
929,8,228,2009-08-25,EU,publisher
929,4,596,2009-08-25,WW,developer
929,4,228,2009-08-25,EU,publisher
930,8,452,1996-07-31,WW,developer
930,8,452,1996-07-31,NA,publisher
930,4,452,1996-07-31,WW,developer
930,4,452,1996-07-31,NA,publisher
930,24,452,1996-07-31,WW,developer
930,24,452,1996-07-31,NA,publisher
931,6,192,2008-10-28,WW,developer
931,6,42,2008-10-28,NA,publisher
931,4,192,2008-10-28,WW,developer
931,4,42,2008-10-28,NA,publisher
931,8,192,2008-10-28,WW,developer
931,8,42,2008-10-28,NA,publisher
932,6,1094,2017-07-27,WW,developer
932,6,1406,2017-07-27,WW,developer
932,6,708,2017-07-27,JP,publisher
932,33,1094,2017-07-27,WW,developer
932,33,1406,2017-07-27,WW,developer
932,33,708,2017-07-27,JP,publisher
932,23,1094,2017-07-27,WW,developer
932,23,1406,2017-07-27,WW,developer
932,23,708,2017-07-27,JP,publisher
932,22,1094,2017-07-27,WW,developer
932,22,1406,2017-07-27,WW,developer
932,22,708,2017-07-27,JP,publisher
933,27,87,2004-04-12,NA,publisher
934,4,13,2017-04-20,NA,publisher
935,4,814,2004-03-19,WW,developer
935,4,57,2004-03-19,NA,publisher
935,27,814,2004-03-19,WW,developer
935,27,57,2004-03-19,NA,publisher
937,4,744,2004-05-25,WW,developer
937,4,42,2004-05-25,NA,publisher
937,27,744,2004-05-25,WW,developer
937,27,42,2004-05-25,NA,publisher
938,65,166,1999-12-15,WW,developer
938,65,166,1999-12-15,JP,publisher
939,8,745,2004-01-01,WW,developer
939,4,745,2004-01-01,WW,developer
940,4,342,2002-07-31,WW,developer
940,4,16,2002-07-31,NA,publisher
941,94,297,2002-09-30,WW,developer
941,94,767,2002-09-30,NA,publisher
941,94,829,2002-09-30,JP,publisher
941,8,297,2002-09-30,WW,developer
941,8,767,2002-09-30,NA,publisher
941,8,829,2002-09-30,JP,publisher
941,4,297,2002-09-30,WW,developer
941,4,767,2002-09-30,NA,publisher
941,4,829,2002-09-30,JP,publisher
943,6,8,2008-01-31,WW,developer
943,6,8,2008-01-31,JP,publisher
943,4,8,2008-01-31,WW,developer
943,4,8,2008-01-31,JP,publisher
944,23,285,2009-02-26,WW,developer
944,23,856,2009-02-26,JP,publisher
945,6,207,2002-02-22,WW,developer
945,6,92,2002-02-22,JP,publisher
945,4,207,2002-02-22,WW,developer
945,4,92,2002-02-22,JP,publisher
947,4,92,1999-02-23,WW,developer
947,4,207,1999-02-23,WW,developer
947,4,92,1999-02-23,JP,publisher
948,16,42,2012-03-06,NA,publisher
948,6,42,2012-03-06,NA,publisher
948,4,42,2012-03-06,NA,publisher
949,4,213,2010-10-19,WW,developer
949,4,231,2010-10-19,NA,publisher
949,6,213,2010-10-19,WW,developer
949,6,231,2010-10-19,NA,publisher
951,4,80,1999-08-27,WW,developer
951,4,42,1999-08-27,NA,publisher
952,4,198,2011-03-15,WW,developer
952,4,312,2011-03-15,EU,publisher
952,8,198,2011-03-15,WW,developer
952,8,312,2011-03-15,EU,publisher
953,4,453,2008-08-22,WW,developer
953,4,182,2008-08-22,EU,publisher
953,4,453,2008-08-22,EU,publisher
954,4,12,1997-09-30,WW,developer
954,4,386,1997-09-30,NA,publisher
954,24,12,1997-09-30,WW,developer
954,24,386,1997-09-30,NA,publisher
957,28,248,2018-02-27,WW,developer
957,28,56,2018-02-27,JP,publisher
957,28,248,2018-02-27,JP,publisher
957,23,248,2018-02-27,WW,developer
957,23,56,2018-02-27,JP,publisher
957,23,248,2018-02-27,JP,publisher
957,22,248,2018-02-27,WW,developer
957,22,56,2018-02-27,JP,publisher
957,22,248,2018-02-27,JP,publisher
957,4,248,2018-02-27,WW,developer
957,4,56,2018-02-27,JP,publisher
957,4,248,2018-02-27,JP,publisher
957,5,248,2018-02-27,WW,developer
957,5,56,2018-02-27,JP,publisher
957,5,248,2018-02-27,JP,publisher
957,33,248,2018-02-27,WW,developer
957,33,56,2018-02-27,JP,publisher
957,33,248,2018-02-27,JP,publisher
981,4,1548,2004-05-17,WW,developer
982,4,917,2009-05-22,WW,developer
982,4,82,2009-05-22,EU,publisher
982,6,917,2009-05-22,WW,developer
982,6,82,2009-05-22,EU,publisher
984,5,358,2007-05-29,WW,developer
984,5,6,2007-05-29,JP,publisher
985,4,417,2004-01-01,WW,developer
985,4,417,2004-01-01,EU,publisher
985,4,1297,2004-01-01,NA,publisher
987,23,1022,2007-09-27,WW,developer
987,4,1022,2007-09-27,WW,developer
987,6,1022,2007-09-27,WW,developer
988,23,680,2010-03-30,WW,developer
988,23,481,2010-03-30,JP,publisher
989,23,403,2008-05-29,WW,developer
989,23,422,2008-05-29,JP,publisher
991,6,252,2012-02-28,WW,developer
991,6,288,2012-02-28,NA,publisher
992,6,520,2007-09-12,WW,developer
992,6,11,2007-09-12,NA,publisher
994,6,360,2010-11-24,WW,developer
994,6,11,2010-11-24,NA,publisher
995,6,231,2009-09-15,NA,publisher
996,6,616,2008-03-19,WW,developer
997,23,298,2002-04-26,WW,developer
997,23,351,2002-04-26,JP,publisher
997,4,298,2002-04-26,WW,developer
997,4,351,2002-04-26,JP,publisher
997,33,298,2002-04-26,WW,developer
997,33,351,2002-04-26,JP,publisher
998,31,304,1999-11-22,WW,developer
998,31,6,1999-11-22,JP,publisher
1000,6,41,2007-09-07,WW,developer
1000,6,136,2007-09-07,EU,publisher
1000,4,41,2007-09-07,WW,developer
1000,4,136,2007-09-07,EU,publisher
1001,4,674,2001-09-24,WW,developer
1001,4,33,2001-09-24,NA,publisher
1001,8,674,2001-09-24,WW,developer
1001,8,33,2001-09-24,NA,publisher
1001,27,674,2001-09-24,WW,developer
1001,27,33,2001-09-24,NA,publisher
1002,27,33,2002-11-16,WW,developer
1002,27,33,2002-11-16,NA,publisher
1002,32,33,2002-11-16,WW,developer
1002,32,33,2002-11-16,NA,publisher
1003,6,353,2011-10-07,WW,developer
1003,5,353,2011-10-07,WW,developer
1004,4,1002,1999-08-31,WW,developer
1004,67,1002,1999-08-31,WW,developer
1004,31,1002,1999-08-31,WW,developer
1005,31,586,1999-01-01,WW,developer
1005,31,586,1999-01-01,EU,publisher
1005,4,586,1999-01-01,WW,developer
1005,4,586,1999-01-01,EU,publisher
1007,4,445,2008-01-17,WW,developer
1007,4,1103,2008-01-17,WW,developer
1007,5,445,2008-01-17,WW,developer
1007,5,1103,2008-01-17,WW,developer
1007,8,445,2008-01-17,WW,developer
1007,8,1103,2008-01-17,WW,developer
1009,6,680,2012-03-20,WW,developer
1009,6,481,2012-03-20,JP,publisher
1009,16,680,2012-03-20,WW,developer
1009,16,481,2012-03-20,JP,publisher
1011,27,631,2006-07-20,WW,developer
1011,27,400,2006-07-20,JP,publisher
1012,4,375,2012-08-21,WW,developer
1012,6,375,2012-08-21,WW,developer
1013,4,301,2010-10-28,WW,developer
1013,4,42,2010-10-28,NA,publisher
1015,4,215,2004-09-13,WW,developer
1015,4,16,2004-09-13,NA,publisher
1017,27,131,2006-06-29,WW,developer
1017,27,92,2006-06-29,JP,publisher
1018,4,363,1997-03-28,WW,developer
1018,31,363,1997-03-28,WW,developer
1019,6,54,2010-01-26,WW,developer
1019,6,11,2010-01-26,NA,publisher
1020,4,417,1997-01-01,WW,developer
1020,4,417,1997-01-01,EU,publisher
1021,6,8,2011-02-15,WW,developer
1021,6,631,2011-02-15,WW,developer
1021,6,8,2011-02-15,JP,publisher
1022,4,453,2009-10-02,WW,developer
1022,4,453,2009-10-02,EU,publisher
1059,24,561,2009-10-07,WW,developer
1059,24,463,2009-10-07,EU,publisher
1059,8,561,2009-10-07,WW,developer
1059,8,463,2009-10-07,EU,publisher
1059,4,561,2009-10-07,WW,developer
1059,4,463,2009-10-07,EU,publisher
1060,4,297,2005-10-18,WW,developer
1060,4,379,2005-10-18,EU,publisher
1060,6,297,2005-10-18,WW,developer
1060,6,379,2005-10-18,EU,publisher
1061,6,306,2005-03-22,WW,developer
1061,6,11,2005-03-22,NA,publisher
1061,33,306,2005-03-22,WW,developer
1061,33,11,2005-03-22,NA,publisher
1063,67,103,2000-11-13,WW,developer
1063,67,11,2000-11-13,NA,publisher
1063,4,103,2000-11-13,WW,developer
1063,4,11,2000-11-13,NA,publisher
1064,4,502,2003-11-18,WW,developer
1064,4,63,2003-11-18,NA,publisher
1065,96,474,2016-12-08,WW,developer
1065,96,506,2016-12-08,WW,developer
1065,96,554,2016-12-08,WW,developer
1065,99,474,2016-12-08,WW,developer
1065,99,506,2016-12-08,WW,developer
1065,99,554,2016-12-08,WW,developer
1065,5,474,2016-12-08,WW,developer
1065,5,506,2016-12-08,WW,developer
1065,5,554,2016-12-08,WW,developer
1065,4,474,2008-10-21,WW,developer
1065,4,506,2008-10-21,WW,developer
1065,4,554,2008-10-21,WW,developer
1066,5,358,2007-02-23,WW,developer
1066,5,358,2007-02-23,JP,publisher
1068,4,502,2002-02-22,WW,developer
1069,8,357,2001-06-12,WW,developer
1069,4,357,2001-06-12,WW,developer
1070,23,56,2007-09-13,WW,developer
1070,23,56,2007-09-13,JP,publisher
1071,6,241,1999-09-30,WW,developer
1071,6,11,1999-09-30,NA,publisher
1071,23,241,1999-09-30,WW,developer
1071,23,11,1999-09-30,NA,publisher
1071,33,241,1999-09-30,WW,developer
1071,33,11,1999-09-30,NA,publisher
1072,4,151,2001-09-19,WW,developer
1072,4,852,2001-09-19,EU,publisher
1073,4,562,2005-10-15,WW,developer
1073,4,562,2005-10-15,EU,publisher
1074,10,305,2023-04-23,WW,developer
1074,10,305,2023-04-23,NA,publisher
1075,4,470,2003-09-16,WW,developer
1075,27,470,2003-09-16,WW,developer
1076,4,92,2003-05-23,WW,developer
1076,4,92,2003-05-23,JP,publisher
1077,23,1125,1996-01-01,WW,developer
1077,23,443,1996-01-01,JP,publisher
1077,28,1125,1996-01-01,WW,developer
1077,28,443,1996-01-01,JP,publisher
1077,22,1125,1996-01-01,WW,developer
1077,22,443,1996-01-01,JP,publisher
1078,4,66,2001-02-21,WW,developer
1078,4,803,2001-02-21,WW,developer
1078,4,544,2001-02-21,EU,publisher
1078,4,1108,2001-02-21,EU,publisher
1080,4,476,2010-11-16,WW,developer
1080,4,42,2010-11-16,NA,publisher
1080,6,476,2010-11-16,WW,developer
1080,6,42,2010-11-16,NA,publisher
1080,5,476,2010-11-16,WW,developer
1080,5,42,2010-11-16,NA,publisher
1080,92,476,2010-11-16,WW,developer
1080,92,42,2010-11-16,NA,publisher
1081,4,80,2002-02-26,WW,developer
1081,4,42,2002-02-26,NA,publisher
1086,22,42,2007-01-01,NA,publisher
1086,22,102,2007-01-01,NA,publisher
1088,5,40,2008-04-10,WW,developer
1088,5,6,2008-04-10,JP,publisher
1089,4,1561,2003-12-08,WW,developer
1089,4,182,2003-12-08,EU,publisher
1089,8,1561,2003-12-08,WW,developer
1089,8,182,2003-12-08,EU,publisher
1091,8,198,2009-03-03,WW,developer
1091,8,312,2009-03-03,WW,developer
1091,8,312,2009-03-03,EU,publisher
1091,4,198,2009-03-03,WW,developer
1091,4,312,2009-03-03,WW,developer
1091,4,312,2009-03-03,EU,publisher
1092,4,340,2003-07-30,WW,developer
1092,4,386,2003-07-30,NA,publisher
1093,4,8,2005-02-17,WW,developer
1093,4,8,2005-02-17,JP,publisher
1093,6,8,2005-02-17,WW,developer
1093,6,8,2005-02-17,JP,publisher
1094,5,40,2007-12-01,WW,developer
1094,5,6,2007-12-01,JP,publisher
1076,6,92,2003-05-23,WW,developer
1076,6,92,2003-05-23,JP,publisher
1074,4,305,2023-04-23,WW,developer
1074,4,305,2023-04-23,NA,publisher
1095,6,63,2008-09-16,WW,developer
1095,6,63,2008-09-16,NA,publisher
1095,23,63,2008-09-16,WW,developer
1095,23,63,2008-09-16,NA,publisher
1095,4,63,2008-09-16,WW,developer
1095,4,63,2008-09-16,NA,publisher
1095,5,63,2008-09-16,WW,developer
1095,5,63,2008-09-16,NA,publisher
1095,22,63,2008-09-16,WW,developer
1095,22,63,2008-09-16,NA,publisher
1095,8,63,2008-09-16,WW,developer
1095,8,63,2008-09-16,NA,publisher
1096,4,602,2002-02-05,WW,developer
1096,4,467,2002-02-05,NA,publisher
1098,23,241,1998-10-31,WW,developer
1098,23,11,1998-10-31,NA,publisher
1101,23,92,2007-11-06,JP,publisher
1103,22,234,2008-11-10,WW,developer
1103,22,1453,2008-11-10,WW,developer
1103,8,234,2008-11-10,WW,developer
1103,8,1453,2008-11-10,WW,developer
1103,5,234,2008-11-10,WW,developer
1103,5,1453,2008-11-10,WW,developer
1103,6,234,2008-11-10,WW,developer
1103,6,1453,2008-11-10,WW,developer
1105,6,8,2001-08-23,WW,developer
1105,6,8,2001-08-23,JP,publisher
1106,31,304,2001-03-05,WW,developer
1106,31,6,2001-03-05,JP,publisher
1106,31,188,2001-03-05,NA,publisher
1108,4,801,2000-04-25,WW,developer
1108,4,587,2000-04-25,NA,publisher
1109,8,1074,2006-01-01,WW,developer
1109,8,754,2006-01-01,NA,publisher
1109,4,1074,2006-01-01,WW,developer
1109,4,754,2006-01-01,NA,publisher
1110,4,252,2007-09-27,WW,developer
1110,4,288,2007-09-27,NA,publisher
1110,22,252,2007-09-27,WW,developer
1110,22,288,2007-09-27,NA,publisher
1110,6,252,2007-09-27,WW,developer
1110,6,288,2007-09-27,NA,publisher
1110,5,252,2007-09-27,WW,developer
1110,5,288,2007-09-27,NA,publisher
1110,23,252,2007-09-27,WW,developer
1110,23,288,2007-09-27,NA,publisher
1111,4,479,2011-01-25,WW,developer
1111,4,42,2011-01-25,NA,publisher
1111,6,479,2011-01-25,WW,developer
1111,6,42,2011-01-25,NA,publisher
1113,4,308,2002-01-21,WW,developer
1113,4,580,2002-01-21,NA,publisher
1114,6,41,2009-03-03,WW,developer
1114,4,41,2009-03-03,WW,developer
1115,5,430,2008-01-31,WW,developer
1115,5,6,2008-01-31,JP,publisher
1116,33,850,2015-06-11,EU,publisher
1116,33,1127,2015-06-11,NA,publisher
1116,6,850,2015-06-11,EU,publisher
1116,6,1127,2015-06-11,NA,publisher
1116,23,850,2015-06-11,EU,publisher
1116,23,1127,2015-06-11,NA,publisher
1116,4,850,2015-06-11,EU,publisher
1116,4,1127,2015-06-11,NA,publisher
1117,6,541,2004-11-11,WW,developer
1117,6,56,2004-11-11,JP,publisher
1102,6,201,2015-02-18,WW,developer
1102,6,201,2015-02-18,JP,publisher
1102,6,817,2015-02-18,NA,publisher
1023,4,377,2007-10-30,WW,developer
1023,4,970,2007-10-30,EU,publisher
1024,4,203,2009-03-23,WW,developer
1024,4,42,2009-03-23,NA,publisher
1025,4,242,2011-04-04,WW,developer
1025,4,42,2011-04-04,NA,publisher
1026,4,242,2004-06-28,WW,developer
1026,4,42,2004-06-28,NA,publisher
1026,8,242,2004-06-28,WW,developer
1026,8,42,2004-06-28,NA,publisher
1027,4,242,2004-03-14,WW,developer
1027,4,42,2004-03-14,NA,publisher
1028,6,242,2011-10-25,WW,developer
1028,6,42,2011-10-25,NA,publisher
1028,4,242,2011-10-25,WW,developer
1028,4,42,2011-10-25,NA,publisher
1029,4,6,2009-10-29,JP,publisher
1029,6,6,2009-10-29,JP,publisher
1029,16,6,2009-10-29,JP,publisher
1031,4,371,2004-05-25,WW,developer
1031,4,228,2004-05-25,EU,publisher
1032,4,382,2000-02-29,WW,developer
1032,4,228,2000-02-29,EU,publisher
1033,31,166,1999-06-25,WW,developer
1033,31,271,1999-06-25,JP,publisher
1034,6,543,2011-07-14,WW,developer
1034,6,661,2011-07-14,WW,developer
1034,6,673,2011-07-14,WW,developer
1034,66,543,2011-07-14,WW,developer
1034,66,661,2011-07-14,WW,developer
1034,66,673,2011-07-14,WW,developer
1034,22,543,2011-07-14,WW,developer
1034,22,661,2011-07-14,WW,developer
1034,22,673,2011-07-14,WW,developer
1034,5,543,2011-07-14,WW,developer
1034,5,661,2011-07-14,WW,developer
1034,5,673,2011-07-14,WW,developer
1035,4,8,2000-04-27,WW,developer
1035,4,8,2000-04-27,JP,publisher
1036,6,259,2012-11-29,WW,developer
1036,6,280,2012-11-29,WW,developer
1036,4,259,2012-11-29,WW,developer
1036,4,280,2012-11-29,WW,developer
1038,5,357,2008-09-23,WW,developer
1038,4,357,2008-09-23,WW,developer
1038,8,357,2008-09-23,WW,developer
1040,106,250,2022-07-20,WW,developer
1040,106,212,2022-07-20,NA,publisher
1040,4,250,2022-07-20,WW,developer
1040,4,212,2022-07-20,NA,publisher
1040,8,250,2022-07-20,WW,developer
1040,8,212,2022-07-20,NA,publisher
1041,27,543,2021-12-17,WW,developer
1041,27,637,2021-12-17,WW,developer
1041,27,250,2021-12-17,NA,publisher
1041,4,543,2021-12-17,WW,developer
1041,4,637,2021-12-17,WW,developer
1041,4,250,2021-12-17,NA,publisher
1041,8,543,2021-12-17,WW,developer
1041,8,637,2021-12-17,WW,developer
1041,8,250,2021-12-17,NA,publisher
1042,4,212,2001-09-01,NA,publisher
1042,4,250,2001-09-01,NA,publisher
1042,4,767,2001-09-01,NA,publisher
1042,8,212,2001-09-01,NA,publisher
1042,8,250,2001-09-01,NA,publisher
1042,8,767,2001-09-01,NA,publisher
1042,94,212,2001-09-01,NA,publisher
1042,94,250,2001-09-01,NA,publisher
1042,94,767,2001-09-01,NA,publisher
1043,22,395,2008-03-19,WW,developer
1043,22,652,2008-03-19,JP,publisher
1046,31,304,2000-11-20,WW,developer
1046,31,6,2000-11-20,JP,publisher
1047,8,1040,2012-04-26,WW,developer
1047,8,599,2012-04-26,NA,publisher
1047,6,1040,2012-04-26,WW,developer
1047,6,599,2012-04-26,NA,publisher
1047,4,1040,2012-04-26,WW,developer
1047,4,599,2012-04-26,NA,publisher
1047,3,1040,2012-04-26,WW,developer
1047,3,599,2012-04-26,NA,publisher
1047,33,1040,2012-04-26,WW,developer
1047,33,599,2012-04-26,NA,publisher
1048,27,116,2003-12-05,WW,developer
1048,27,407,2003-12-05,WW,developer
1048,27,271,2003-12-05,JP,publisher
1049,24,437,1997-09-18,WW,developer
1049,4,437,1997-09-18,WW,developer
1050,4,648,2001-11-07,WW,developer
1051,6,242,2009-07-08,WW,developer
1051,6,42,2009-07-08,NA,publisher
1052,4,242,2006-10-17,WW,developer
1052,4,42,2006-10-17,NA,publisher
1052,8,242,2006-10-17,WW,developer
1052,8,42,2006-10-17,NA,publisher
1054,4,89,1999-01-01,WW,developer
1055,27,110,2002-07-19,WW,developer
1056,4,170,2011-09-14,WW,developer
1057,31,674,1999-02-28,WW,developer
1057,31,42,1999-02-28,NA,publisher
1058,94,287,1997-10-31,WW,developer
1058,94,635,1997-10-31,WW,developer
1058,94,228,1997-10-31,EU,publisher
1058,94,247,1997-10-31,NA,publisher
1058,94,683,1997-10-31,JP,publisher
1058,4,287,1997-10-31,WW,developer
1058,4,635,1997-10-31,WW,developer
1058,4,228,1997-10-31,EU,publisher
1058,4,247,1997-10-31,NA,publisher
1058,4,683,1997-10-31,JP,publisher
1058,8,287,1997-10-31,WW,developer
1058,8,635,1997-10-31,WW,developer
1058,8,228,1997-10-31,EU,publisher
1058,8,247,1997-10-31,NA,publisher
1058,8,683,1997-10-31,JP,publisher
1059,48,561,2009-10-07,WW,developer
1059,48,463,2009-10-07,EU,publisher
1121,8,1173,2014-01-01,WW,developer
1121,8,182,2014-01-01,EU,publisher
1121,4,1173,2014-01-01,WW,developer
1121,4,182,2014-01-01,EU,publisher
1122,4,74,1997-01-01,WW,developer
1122,24,74,1997-01-01,WW,developer
1123,4,769,2000-11-07,WW,developer
1123,4,1024,2000-11-07,NA,publisher
1124,4,8,2007-06-21,WW,developer
1124,4,13,2007-06-21,NA,publisher
1125,4,214,2001-11-19,WW,developer
1125,4,1348,2001-11-19,WW,developer
1125,4,1373,2001-11-19,EU,publisher
1129,6,325,2005-10-18,WW,developer
1129,6,11,2005-10-18,NA,publisher
1130,6,92,2008-06-12,JP,publisher
1131,22,491,2008-03-04,WW,developer
1131,22,1059,2008-03-04,NA,publisher
1131,4,491,2008-03-04,WW,developer
1131,4,1059,2008-03-04,NA,publisher
1131,5,491,2008-03-04,WW,developer
1131,5,1059,2008-03-04,NA,publisher
1132,22,642,2008-10-20,WW,developer
1132,22,188,2008-10-20,NA,publisher
1132,5,642,2008-10-20,WW,developer
1132,5,188,2008-10-20,NA,publisher
1133,4,189,2005-04-22,WW,developer
1133,4,189,2005-04-22,JP,publisher
1134,6,252,2008-09-04,WW,developer
1134,6,550,2008-09-04,NA,publisher
1134,5,252,2008-09-04,WW,developer
1134,5,550,2008-09-04,NA,publisher
1135,6,665,2009-03-19,WW,developer
1135,6,288,2009-03-19,NA,publisher
1135,5,665,2009-03-19,WW,developer
1135,5,288,2009-03-19,NA,publisher
1136,4,298,2008-12-26,WW,developer
1136,4,351,2008-12-26,JP,publisher
1137,23,1124,2010-09-30,WW,developer
1137,23,1124,2010-09-30,JP,publisher
1137,4,1124,2010-09-30,WW,developer
1137,4,1124,2010-09-30,JP,publisher
1138,4,250,1999-12-12,WW,developer
1138,4,212,1999-12-12,NA,publisher
1138,4,1150,1999-12-12,EU,publisher
1139,4,298,2003-09-26,WW,developer
1139,4,298,2003-09-26,JP,publisher
1140,4,298,2005-09-22,WW,developer
1140,4,351,2005-09-22,JP,publisher
1141,23,42,2006-06-13,WW,developer
1141,23,42,2006-06-13,NA,publisher
1141,27,42,2006-06-13,WW,developer
1141,27,42,2006-06-13,NA,publisher
1141,22,42,2006-06-13,WW,developer
1141,22,42,2006-06-13,NA,publisher
1141,4,42,2006-06-13,WW,developer
1141,4,42,2006-06-13,NA,publisher
1142,6,357,2008-09-23,WW,developer
1142,4,357,2008-09-23,WW,developer
1143,6,192,2010-10-12,WW,developer
1143,6,42,2010-10-12,NA,publisher
1143,4,192,2010-10-12,WW,developer
1143,4,42,2010-10-12,NA,publisher
1145,62,354,1996-09-20,WW,developer
1145,62,354,1996-09-20,JP,publisher
1147,27,40,2002-12-13,WW,developer
1147,27,6,2002-12-13,JP,publisher
1148,4,815,2003-11-28,WW,developer
1148,4,815,2003-11-28,JP,publisher
1150,4,534,1996-11-01,WW,developer
1151,28,40,2019-02-13,WW,developer
1151,28,1285,2019-02-13,NA,publisher
1151,16,40,2019-02-13,WW,developer
1151,16,1285,2019-02-13,NA,publisher
1151,26,40,2019-02-13,WW,developer
1151,26,1285,2019-02-13,NA,publisher
1151,66,40,2019-02-13,WW,developer
1151,66,1285,2019-02-13,NA,publisher
1151,5,40,2019-02-13,WW,developer
1151,5,1285,2019-02-13,NA,publisher
1152,5,40,2010-05-23,WW,developer
1152,5,6,2010-05-23,JP,publisher
1152,16,40,2010-05-23,WW,developer
1152,16,6,2010-05-23,JP,publisher
1153,23,1087,2006-11-21,WW,developer
1153,23,626,2006-11-21,NA,publisher
1153,23,1087,2006-11-21,JP,publisher
1153,4,1087,2006-11-21,WW,developer
1153,4,626,2006-11-21,NA,publisher
1153,4,1087,2006-11-21,JP,publisher
1155,33,525,2009-10-16,WW,developer
1155,33,525,2009-10-16,EU,publisher
1155,4,525,2009-10-16,WW,developer
1155,4,525,2009-10-16,EU,publisher
1155,8,525,2009-10-16,WW,developer
1155,8,525,2009-10-16,EU,publisher
1155,6,525,2009-10-16,WW,developer
1155,6,525,2009-10-16,EU,publisher
1156,6,391,1998-09-10,WW,developer
1156,6,11,1998-09-10,NA,publisher
1157,16,40,2005-11-14,WW,developer
1157,16,6,2005-11-14,JP,publisher
1157,22,40,2005-11-14,WW,developer
1157,22,6,2005-11-14,JP,publisher
1158,6,814,2010-03-23,WW,developer
1158,22,814,2010-03-23,WW,developer
1158,5,814,2010-03-23,WW,developer
1234,22,390,2007-07-26,WW,developer
1234,5,390,2007-07-26,WW,developer
1235,4,604,2008-09-16,WW,developer
1235,4,604,2008-09-16,EU,publisher
1235,8,604,2008-09-16,WW,developer
1235,8,604,2008-09-16,EU,publisher
1236,8,112,2004-10-26,WW,developer
1236,8,175,2004-10-26,NA,publisher
1236,4,112,2004-10-26,WW,developer
1236,4,175,2004-10-26,NA,publisher
1237,4,74,2000-04-10,WW,developer
1237,8,74,2000-04-10,WW,developer
1239,4,181,2001-04-20,WW,developer
1239,4,1150,2001-04-20,EU,publisher
1239,8,181,2001-04-20,WW,developer
1239,8,1150,2001-04-20,EU,publisher
1240,4,236,2003-06-20,WW,developer
1240,4,236,2003-06-20,EU,publisher
1240,27,236,2003-06-20,WW,developer
1240,27,236,2003-06-20,EU,publisher
1240,22,236,2003-06-20,WW,developer
1240,22,236,2003-06-20,EU,publisher
1241,4,198,2010-02-23,WW,developer
1241,4,312,2010-02-23,WW,developer
1241,4,312,2010-02-23,EU,publisher
1241,8,198,2010-02-23,WW,developer
1241,8,312,2010-02-23,WW,developer
1241,8,312,2010-02-23,EU,publisher
1242,33,92,2001-11-13,WW,developer
1242,33,92,2001-11-13,JP,publisher
1242,4,92,2001-11-13,WW,developer
1242,4,92,2001-11-13,JP,publisher
1242,6,92,2001-11-13,WW,developer
1242,6,92,2001-11-13,JP,publisher
1243,4,90,2003-02-16,WW,developer
1243,4,90,2003-02-16,EU,publisher
1244,4,474,2007-11-06,WW,developer
1247,22,358,2007-07-19,WW,developer
1247,22,358,2007-07-19,JP,publisher
1249,4,542,2016-03-31,WW,developer
1249,4,542,2016-03-31,JP,publisher
1250,58,102,2009-11-23,NA,publisher
